"Feature"	"FeatureName"	"Mean.Timberlake_Field(n=5)"	"Mean.Timberlake_Lab(n=18)"	"StdErr.Timberlake_Field(n=5)"	"StdErr.Timberlake_Lab(n=18)"	"MWTest.UStat"	"MWTest.Pval"	"MWTest.adjPval"	"3300017993.Timberlake_Field"	"3300017994.Timberlake_Field"	"3300017930.Timberlake_Field"	"3300017936.Timberlake_Field"	"3300017927.Timberlake_Field"	"3300017822.Timberlake_Lab"	"3300017821.Timberlake_Lab"	"3300017937.Timberlake_Lab"	"3300018001.Timberlake_Lab"	"3300018006.Timberlake_Lab"	"3300017823.Timberlake_Lab"	"3300017995.Timberlake_Lab"	"3300017932.Timberlake_Lab"	"3300017926.Timberlake_Lab"	"3300017928.Timberlake_Lab"	"3300017942.Timberlake_Lab"	"3300018007.Timberlake_Lab"	"3300017924.Timberlake_Lab"	"3300017934.Timberlake_Lab"	"3300017933.Timberlake_Lab"	"3300017943.Timberlake_Lab"	"3300018012.Timberlake_Lab"	"3300017955.Timberlake_Lab"
"M00074"	"N-glycan biosynthesis, high-mannose type"	"4.6"	"4.16666666666667"	"1.0295630140987"	"0.637857934886789"	"49"	"0.792018264642766"	"0.88236294185951"	"2"	"5"	"8"	"5"	"3"	"1"	"3"	"9"	"8"	"3"	"1"	"3"	"0"	"1"	"5"	"7"	"4"	"1"	"6"	"7"	"6"	"5"	"5"
"M00075"	"N-glycan biosynthesis, complex type"	"1.2"	"2.44444444444444"	"0.374165738677394"	"0.543663572334772"	"33"	"0.381903866063509"	"0.660732594473196"	"1"	"1"	"2"	"2"	"0"	"0"	"4"	"3"	"1"	"1"	"1"	"6"	"0"	"4"	"0"	"4"	"2"	"0"	"2"	"1"	"5"	"2"	"8"
"M00076"	"Dermatan sulfate degradation"	"65.4"	"99.8333333333333"	"4.48998886412873"	"9.74587226182402"	"19.5"	"0.0622133010252254"	"0.204283685562624"	"68"	"77"	"56"	"72"	"54"	"85"	"35"	"89"	"56"	"111"	"110"	"120"	"65"	"45"	"61"	"106"	"116"	"85"	"125"	"100"	"168"	"120"	"200"
"M00077"	"Chondroitin sulfate degradation"	"64.2"	"98.9444444444444"	"3.9293765408777"	"9.57306686989964"	"19.5"	"0.0622779992728857"	"0.204283685562624"	"67"	"74"	"56"	"70"	"54"	"85"	"35"	"90"	"56"	"111"	"110"	"116"	"64"	"45"	"60"	"104"	"118"	"85"	"122"	"98"	"166"	"119"	"197"
"M00078"	"Heparan sulfate degradation"	"97.6"	"117.722222222222"	"4.67546789102438"	"11.620864027914"	"30.5"	"0.296598170213151"	"0.566935044105346"	"96"	"107"	"84"	"109"	"92"	"98"	"45"	"107"	"81"	"119"	"117"	"134"	"74"	"49"	"68"	"140"	"148"	"101"	"122"	"111"	"193"	"176"	"236"
"M00079"	"Keratan sulfate degradation"	"163.2"	"178.777777777778"	"13.7673526867005"	"14.7454558316578"	"37"	"0.57596150343846"	"0.77725181900007"	"137"	"134"	"171"	"210"	"164"	"147"	"92"	"185"	"150"	"198"	"168"	"211"	"143"	"94"	"116"	"211"	"213"	"108"	"167"	"168"	"274"	"245"	"328"
"M00081"	"Pectin degradation"	"29.8"	"46.3888888888889"	"1.62480768092719"	"4.12876003232236"	"14"	"0.0228370952980294"	"0.103930573696342"	"24"	"31"	"30"	"34"	"30"	"39"	"38"	"39"	"24"	"48"	"42"	"50"	"31"	"29"	"27"	"80"	"58"	"40"	"51"	"35"	"46"	"80"	"78"
"M00082"	"Fatty acid biosynthesis, initiation"	"2102"	"2021"	"91.4231918060182"	"149.577968389235"	"54"	"0.538203215548753"	"0.762627722418503"	"2007"	"1981"	"2191"	"2418"	"1913"	"1593"	"1041"	"2290"	"1950"	"2217"	"2141"	"2106"	"1692"	"1404"	"1520"	"2189"	"2363"	"1457"	"1653"	"1918"	"2948"	"2043"	"3853"
"M00083"	"Fatty acid biosynthesis, elongation"	"3880"	"3603.72222222222"	"140.803053944153"	"296.526578574361"	"63"	"0.198936075366281"	"0.453475401611336"	"3877"	"3833"	"3854"	"4360"	"3476"	"2907"	"1771"	"4155"	"3751"	"3791"	"3679"	"3845"	"2870"	"2439"	"2470"	"3934"	"4344"	"2741"	"2825"	"3307"	"5527"	"3230"	"7281"
"M00085"	"Fatty acid elongation in mitochondria"	"56.2"	"54.5"	"4.7370877129308"	"6.75638163593928"	"48"	"0.852142817304823"	"0.903752839916337"	"50"	"46"	"65"	"70"	"50"	"51"	"11"	"30"	"41"	"71"	"84"	"76"	"29"	"18"	"28"	"42"	"56"	"35"	"57"	"73"	"106"	"60"	"113"
"M00086"	"beta-Oxidation, acyl-CoA synthesis"	"1923.4"	"2424.72222222222"	"87.6485025542365"	"180.666970652294"	"20"	"0.0666884602811376"	"0.207412414603199"	"1859"	"1921"	"1926"	"2227"	"1684"	"2064"	"1415"	"2262"	"2354"	"2605"	"2456"	"2514"	"2181"	"1904"	"1958"	"2938"	"2895"	"1731"	"1777"	"2332"	"3534"	"1978"	"4747"
"M00087"	"beta-Oxidation"	"3144.4"	"3180.05555555556"	"158.214917122249"	"236.05317436043"	"50"	"0.745341614906832"	"0.846874218795069"	"3191"	"3045"	"3087"	"3689"	"2710"	"2496"	"1767"	"3403"	"3553"	"3279"	"3181"	"3297"	"2860"	"2372"	"2479"	"3602"	"3828"	"2419"	"2362"	"3011"	"4738"	"2518"	"6076"
"M00088"	"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"	"1895"	"2010.16666666667"	"84.1041021591694"	"140.819409916213"	"46"	"0.97126214746352"	"1"	"1973"	"1912"	"1845"	"2129"	"1616"	"1408"	"1374"	"2058"	"2533"	"2127"	"2088"	"1941"	"1757"	"1426"	"1515"	"2286"	"2295"	"1532"	"1819"	"1852"	"2817"	"1591"	"3764"
"M00089"	"Triacylglycerol biosynthesis"	"394.8"	"374.222222222222"	"26.8689411775008"	"27.536850598534"	"57"	"0.403280929596719"	"0.660732594473196"	"376"	"361"	"410"	"491"	"336"	"289"	"238"	"378"	"370"	"415"	"401"	"359"	"329"	"263"	"286"	"406"	"446"	"271"	"308"	"311"	"541"	"393"	"732"
"M00090"	"Phosphatidylcholine (PC) biosynthesis, choline => PC"	"0.8"	"0.5"	"0.2"	"0.185239643408737"	"60"	"0.224151926611759"	"0.478391016385176"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"2"	"0"
"M00091"	"Phosphatidylcholine (PC) biosynthesis, PE => PC"	"110.2"	"69.6666666666667"	"7.96492310069595"	"7.83156008298049"	"77"	"0.0150970311153378"	"0.0826956779004324"	"117"	"123"	"113"	"119"	"79"	"70"	"22"	"85"	"94"	"83"	"80"	"87"	"49"	"27"	"37"	"55"	"110"	"46"	"53"	"66"	"115"	"31"	"144"
"M00092"	"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"	"1"	"0.944444444444444"	"0.316227766016838"	"0.273828129653781"	"52"	"0.605420503036403"	"0.793533302194143"	"1"	"0"	"2"	"1"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"4"	"1"
"M00093"	"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"	"617.6"	"569.5"	"28.0973308340846"	"52.4413304298709"	"58"	"0.36304199233261"	"0.646778695077999"	"571"	"553"	"640"	"712"	"612"	"457"	"262"	"549"	"583"	"683"	"662"	"631"	"375"	"280"	"355"	"534"	"695"	"364"	"511"	"596"	"908"	"638"	"1168"
"M00094"	"Ceramide biosynthesis"	"16.6"	"5.05555555555556"	"2.42074368738204"	"0.692972295809596"	"88"	"0.00143108301425746"	"0.0329849270501726"	"17"	"9"	"23"	"20"	"14"	"1"	"4"	"9"	"8"	"6"	"3"	"2"	"2"	"3"	"2"	"7"	"9"	"6"	"4"	"2"	"6"	"11"	"6"
"M00095"	"C5 isoprenoid biosynthesis, mevalonate pathway"	"1600.4"	"1830.22222222222"	"68.2668294268893"	"123.436272768598"	"33"	"0.403280929596719"	"0.660732594473196"	"1667"	"1626"	"1541"	"1789"	"1379"	"1176"	"1444"	"1751"	"2446"	"1909"	"1900"	"1694"	"1681"	"1341"	"1392"	"2163"	"2020"	"1329"	"1754"	"1601"	"2451"	"1547"	"3345"
"M00096"	"C5 isoprenoid biosynthesis, non-mevalonate pathway"	"2025.4"	"1837.11111111111"	"97.1167338824777"	"130.985103401109"	"60"	"0.289934321970935"	"0.565988809379432"	"1884"	"1923"	"2108"	"2369"	"1843"	"1352"	"1108"	"2148"	"1945"	"1894"	"1878"	"1797"	"1505"	"1275"	"1419"	"2060"	"2162"	"1351"	"1539"	"1675"	"2517"	"1936"	"3507"
"M00097"	"beta-Carotene biosynthesis, GGAP => beta-carotene"	"362.4"	"398.333333333333"	"20.1385203031404"	"39.235421504727"	"36"	"0.538203215548753"	"0.762627722418503"	"337"	"327"	"365"	"439"	"344"	"345"	"164"	"377"	"315"	"465"	"487"	"433"	"267"	"192"	"268"	"375"	"454"	"231"	"387"	"444"	"640"	"459"	"867"
"M00098"	"Acylglycerol degradation"	"64.8"	"86"	"3.44093010681705"	"6.9990662309036"	"17"	"0.0400945122648627"	"0.156539212778772"	"74"	"71"	"63"	"61"	"55"	"84"	"45"	"80"	"68"	"78"	"77"	"94"	"92"	"78"	"70"	"118"	"109"	"74"	"47"	"74"	"115"	"70"	"175"
"M00099"	"Sphingosine biosynthesis"	"19.2"	"7.27777777777778"	"2.41660919471891"	"0.959321504360828"	"87.5"	"0.00162825104061344"	"0.0331982295502851"	"17"	"14"	"25"	"25"	"15"	"2"	"4"	"16"	"14"	"8"	"3"	"4"	"4"	"4"	"4"	"10"	"9"	"8"	"7"	"3"	"9"	"11"	"11"
"M00100"	"Sphingosine degradation"	"1.6"	"1.55555555555556"	"0.509901951359279"	"0.258479999127911"	"47.5"	"0.876751942747948"	"0.919337037109991"	"0"	"2"	"2"	"3"	"1"	"1"	"2"	"1"	"1"	"2"	"3"	"2"	"1"	"0"	"0"	"3"	"1"	"1"	"2"	"0"	"2"	"2"	"4"
"M00101"	"Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol"	"34.2"	"21.2222222222222"	"2.10713075057055"	"1.81776914838868"	"81.5"	"0.00700433767255178"	"0.058051438936465"	"40"	"34"	"36"	"34"	"27"	"14"	"27"	"16"	"30"	"20"	"16"	"16"	"23"	"14"	"13"	"34"	"25"	"16"	"26"	"14"	"28"	"13"	"37"
"M00102"	"Ergocalciferol biosynthesis, squalene 2,3-epoxide => ergosterol/ergocalciferol"	"35.4"	"23.4444444444444"	"2.42074368738204"	"2.10852955333081"	"79"	"0.0124181924411715"	"0.0735076875146765"	"44"	"35"	"35"	"34"	"29"	"16"	"30"	"17"	"33"	"22"	"19"	"19"	"25"	"14"	"13"	"40"	"26"	"17"	"27"	"16"	"30"	"15"	"43"
"M00104"	"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	"108.2"	"120.5"	"10.6648956863159"	"9.62847424776477"	"35"	"0.47878183735928"	"0.737272669906911"	"130"	"113"	"95"	"129"	"74"	"83"	"78"	"152"	"148"	"102"	"104"	"100"	"136"	"142"	"101"	"163"	"167"	"99"	"48"	"100"	"164"	"76"	"206"
"M00106"	"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate"	"0"	"0.111111111111111"	"0"	"0.0762215933966706"	"40"	"0.492330692019341"	"0.737272669906911"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"M00112"	"Tocopherol/tocotorienol biosynthesis, homogentisate + phytyl/geranylgeranyl-PP => tocopherol/tocotorienol"	"21.8"	"21.2777777777778"	"3.39705755029261"	"2.7005271278654"	"48.5"	"0.822588523861629"	"0.896286171663488"	"13"	"18"	"32"	"27"	"19"	"18"	"7"	"9"	"8"	"27"	"28"	"23"	"20"	"8"	"17"	"23"	"23"	"8"	"19"	"26"	"42"	"29"	"48"
"M00113"	"Jasmonic acid biosynthesis"	"6.8"	"6.22222222222222"	"1.98494332412792"	"1.71032152226224"	"53"	"0.573390374125506"	"0.77725181900007"	"12"	"11"	"2"	"5"	"4"	"3"	"5"	"33"	"4"	"3"	"1"	"2"	"5"	"8"	"6"	"12"	"6"	"6"	"5"	"2"	"2"	"1"	"8"
"M00114"	"Ascorbate biosynthesis, plants, fructose-6P => ascorbate"	"257.4"	"363.277777777778"	"12.4523090228279"	"25.9706729466967"	"11"	"0.00891556955630182"	"0.0598414964458858"	"263"	"267"	"260"	"286"	"211"	"268"	"243"	"334"	"421"	"389"	"406"	"352"	"307"	"282"	"275"	"384"	"404"	"218"	"336"	"320"	"535"	"381"	"684"
"M00115"	"NAD biosynthesis, aspartate => quinolinate => NAD"	"1570.6"	"1536.77777777778"	"67.8900581823289"	"126.553834047522"	"50"	"0.745341614906832"	"0.846874218795069"	"1509"	"1459"	"1634"	"1807"	"1444"	"1145"	"884"	"1491"	"1530"	"1762"	"1715"	"1540"	"1133"	"928"	"1092"	"1588"	"1784"	"999"	"1450"	"1503"	"2273"	"1704"	"3141"
"M00116"	"Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol"	"781.2"	"1098.77777777778"	"49.4807033094721"	"75.395322212152"	"12"	"0.0153926886269564"	"0.0830752459719559"	"808"	"854"	"687"	"909"	"648"	"674"	"908"	"1246"	"1294"	"1013"	"1020"	"858"	"1063"	"1042"	"1002"	"1452"	"1246"	"787"	"894"	"860"	"1497"	"907"	"2015"
"M00117"	"Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol"	"1829.4"	"1378.83333333333"	"83.0894698502765"	"123.369529664635"	"79"	"0.00891556955630182"	"0.0598414964458858"	"1678"	"1817"	"1851"	"2129"	"1672"	"1061"	"658"	"1414"	"1584"	"1626"	"1566"	"1420"	"974"	"676"	"840"	"1265"	"1722"	"957"	"1413"	"1340"	"2072"	"1384"	"2847"
"M00118"	"Glutathione biosynthesis, glutamate => glutathione"	"295.2"	"180.222222222222"	"9.49947366963033"	"15.5967475148778"	"86"	"0.00253244312324851"	"0.0404089837492262"	"295"	"282"	"291"	"331"	"277"	"133"	"69"	"275"	"270"	"176"	"180"	"163"	"157"	"147"	"138"	"177"	"239"	"157"	"100"	"173"	"252"	"118"	"320"
"M00119"	"Pantothenate biosynthesis, valine/L-aspartate => pantothenate"	"1591"	"1561.55555555556"	"62.7176211283559"	"126.031566287176"	"48"	"0.856964545751731"	"0.903752839916337"	"1515"	"1569"	"1627"	"1808"	"1436"	"1193"	"863"	"1573"	"1652"	"1723"	"1708"	"1651"	"1200"	"997"	"1098"	"1600"	"1847"	"1031"	"1388"	"1580"	"2323"	"1528"	"3153"
"M00120"	"Coenzyme A biosynthesis, pantothenate => CoA"	"1039.2"	"966.5"	"45.0437565040928"	"72.4652384548186"	"57"	"0.391239760242171"	"0.660732594473196"	"1002"	"1002"	"1058"	"1201"	"933"	"738"	"562"	"1037"	"990"	"1086"	"1060"	"981"	"768"	"611"	"698"	"1046"	"1146"	"666"	"840"	"869"	"1417"	"1043"	"1839"
"M00121"	"Heme biosynthesis, plants and bacteria, glutamate => heme"	"3977.4"	"4272.72222222222"	"204.599266860857"	"354.67255270764"	"40"	"0.745341614906832"	"0.846874218795069"	"3716"	"3633"	"4199"	"4683"	"3656"	"3162"	"2367"	"3934"	"4161"	"4746"	"4912"	"4413"	"3310"	"2604"	"2935"	"4501"	"4838"	"2852"	"4255"	"4037"	"6546"	"4636"	"8700"
"M00122"	"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin"	"672.8"	"789.5"	"36.1848034401183"	"58.7241947220363"	"35.5"	"0.502229339173645"	"0.737272669906911"	"706"	"710"	"666"	"745"	"537"	"537"	"496"	"854"	"993"	"697"	"771"	"716"	"722"	"718"	"654"	"1001"	"948"	"596"	"601"	"650"	"1164"	"609"	"1484"
"M00123"	"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin"	"677.4"	"459.277777777778"	"25.7033071802054"	"36.3979283289258"	"84"	"0.00410043964359286"	"0.0470269171624556"	"693"	"629"	"650"	"771"	"644"	"384"	"257"	"571"	"555"	"516"	"463"	"436"	"292"	"279"	"279"	"422"	"637"	"365"	"403"	"453"	"589"	"485"	"881"
"M00124"	"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P"	"623.4"	"402.722222222222"	"20.7306536317599"	"31.5838758353279"	"83"	"0.00249635947576451"	"0.0404089837492262"	"633"	"629"	"585"	"693"	"577"	"319"	"217"	"591"	"535"	"379"	"361"	"398"	"327"	"311"	"306"	"431"	"486"	"347"	"269"	"331"	"552"	"334"	"755"
"M00125"	"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"	"1381.4"	"1334.44444444444"	"61.3690475728604"	"106.536569628082"	"50"	"0.745341614906832"	"0.846874218795069"	"1335"	"1337"	"1411"	"1597"	"1227"	"966"	"747"	"1371"	"1340"	"1523"	"1416"	"1426"	"1020"	"815"	"978"	"1410"	"1558"	"897"	"1133"	"1277"	"2016"	"1504"	"2623"
"M00126"	"Tetrahydrofolate biosynthesis, GTP => THF"	"1492.8"	"1330.5"	"55.892217705151"	"98.6816115470169"	"66"	"0.129632381348628"	"0.330382527464906"	"1429"	"1464"	"1488"	"1704"	"1379"	"986"	"786"	"1501"	"1426"	"1394"	"1350"	"1320"	"1098"	"943"	"988"	"1529"	"1593"	"978"	"1086"	"1235"	"1881"	"1263"	"2592"
"M00127"	"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP"	"1554.4"	"1561"	"80.2798854010144"	"137.392429698882"	"47"	"0.910957384622305"	"0.923915806568"	"1377"	"1421"	"1658"	"1812"	"1504"	"1178"	"820"	"1324"	"1511"	"1817"	"1817"	"1653"	"1195"	"863"	"1038"	"1580"	"1824"	"985"	"1493"	"1576"	"2501"	"1728"	"3195"
"M00128"	"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol"	"42.6"	"13.8333333333333"	"3.52987251894456"	"1.84399750471242"	"90"	"0.000884000115865116"	"0.0302864775020127"	"34"	"34"	"49"	"49"	"47"	"9"	"6"	"17"	"33"	"16"	"20"	"17"	"4"	"4"	"6"	"9"	"13"	"12"	"15"	"9"	"18"	"13"	"28"
"M00129"	"Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	"1304.8"	"1377.94444444444"	"58.7259738105721"	"119.870040526528"	"45"	"1"	"1"	"1243"	"1265"	"1364"	"1498"	"1154"	"1198"	"689"	"1234"	"1256"	"1550"	"1475"	"1511"	"1113"	"776"	"921"	"1417"	"1601"	"999"	"1182"	"1309"	"2306"	"1456"	"2810"
"M00130"	"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"	"0.6"	"0.944444444444444"	"0.244948974278318"	"0.365794168900288"	"46"	"0.967380734315541"	"0.967380734315541"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"6"	"0"	"0"	"3"	"1"
"M00131"	"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"	"406.6"	"364.722222222222"	"18.8933850857913"	"32.4469205116588"	"64"	"0.173556420696009"	"0.405701951563282"	"374"	"400"	"411"	"476"	"372"	"312"	"172"	"398"	"386"	"426"	"431"	"361"	"278"	"214"	"231"	"350"	"414"	"247"	"345"	"319"	"546"	"355"	"780"
"M00133"	"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	"980.8"	"910.333333333333"	"47.884653073819"	"78.0948392761559"	"60.5"	"0.263434495651827"	"0.531211318155058"	"904"	"950"	"979"	"1164"	"907"	"777"	"466"	"779"	"823"	"1114"	"1013"	"991"	"717"	"546"	"669"	"922"	"918"	"596"	"867"	"904"	"1420"	"966"	"1898"
"M00134"	"Polyamine biosynthesis, arginine => ornithine => putrescine"	"341.6"	"382.166666666667"	"18.7205769141872"	"31.6149474451688"	"38"	"0.638473654491961"	"0.813610524994964"	"343"	"335"	"322"	"410"	"298"	"315"	"185"	"337"	"387"	"435"	"451"	"401"	"310"	"224"	"284"	"399"	"446"	"275"	"333"	"365"	"565"	"384"	"783"
"M00135"	"GABA biosynthesis, eukaryotes, putrescine => GABA"	"1188.8"	"1287.94444444444"	"47.7654686986321"	"98.7119488109405"	"41"	"0.800618146155904"	"0.88236294185951"	"1148"	"1166"	"1173"	"1370"	"1087"	"1028"	"673"	"1503"	"1377"	"1289"	"1216"	"1278"	"1162"	"933"	"996"	"1543"	"1590"	"961"	"989"	"1177"	"1827"	"1104"	"2537"
"M00136"	"GABA biosynthesis, prokaryotes, putrescine => GABA"	"88.4"	"50.2777777777778"	"3.54400902933387"	"5.49914167726543"	"80.5"	"0.00896807167445155"	"0.0598414964458858"	"82"	"90"	"80"	"100"	"90"	"30"	"25"	"90"	"86"	"58"	"52"	"61"	"18"	"27"	"25"	"38"	"56"	"43"	"44"	"50"	"61"	"41"	"100"
"M00137"	"Flavanone biosynthesis, phenylalanine => naringenin"	"41.8"	"67.5"	"1.35646599662505"	"8.47651503800604"	"22"	"0.0933704924655076"	"0.262256881874107"	"40"	"46"	"44"	"40"	"39"	"75"	"13"	"62"	"30"	"93"	"78"	"101"	"55"	"41"	"36"	"60"	"75"	"49"	"37"	"77"	"124"	"48"	"161"
"M00138"	"Flavonoid biosynthesis, naringenin => pelargonidin"	"0.2"	"0.277777777777778"	"0.2"	"0.135414048072553"	"43.5"	"0.917382390522054"	"0.924943234399983"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"M00140"	"C1-unit interconversion, prokaryotes"	"960.8"	"931.944444444444"	"45.3027592978618"	"69.5278884292216"	"47"	"0.913845879520937"	"0.923915806568"	"914"	"917"	"915"	"1142"	"916"	"621"	"616"	"970"	"1149"	"1022"	"964"	"896"	"770"	"552"	"698"	"977"	"1073"	"631"	"945"	"826"	"1257"	"1002"	"1806"
"M00141"	"C1-unit interconversion, eukaryotes"	"452"	"467"	"25.9133170396999"	"35.7322102545197"	"44"	"0.970234708701204"	"1"	"410"	"419"	"428"	"552"	"451"	"311"	"332"	"419"	"586"	"558"	"504"	"447"	"373"	"263"	"347"	"488"	"491"	"299"	"491"	"419"	"640"	"535"	"903"
"M00142"	"NADH:ubiquinone oxidoreductase, mitochondria"	"3.6"	"8.55555555555556"	"2.11187120819429"	"2.29836859194929"	"31"	"0.310084285681183"	"0.589642139093234"	"1"	"12"	"1"	"2"	"2"	"0"	"6"	"38"	"6"	"2"	"2"	"1"	"8"	"10"	"24"	"11"	"6"	"13"	"7"	"0"	"2"	"17"	"1"
"M00143"	"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria"	"17.2"	"13.1111111111111"	"1.77200451466693"	"1.42775679646851"	"67.5"	"0.100713180109424"	"0.276526274337773"	"19"	"12"	"20"	"21"	"14"	"5"	"14"	"28"	"17"	"8"	"9"	"7"	"10"	"6"	"10"	"18"	"13"	"9"	"11"	"15"	"17"	"16"	"23"
"M00144"	"NADH:quinone oxidoreductase, prokaryotes"	"6122.2"	"6034.55555555556"	"310.827669296026"	"511.927328522054"	"47"	"0.913845879520937"	"0.923915806568"	"5652"	"5624"	"6402"	"7224"	"5709"	"4747"	"3433"	"5354"	"5747"	"6923"	"6996"	"6589"	"4296"	"3017"	"3886"	"6100"	"6743"	"4080"	"6553"	"5936"	"9048"	"6986"	"12188"
"M00145"	"NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	"50.6"	"45.2222222222222"	"3.68239052790439"	"4.18802803172099"	"62.5"	"0.203996648246534"	"0.462140554978259"	"46"	"46"	"64"	"53"	"44"	"39"	"28"	"34"	"46"	"42"	"59"	"53"	"31"	"17"	"42"	"38"	"55"	"24"	"43"	"42"	"77"	"55"	"89"
"M00146"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex"	"2.8"	"5.77777777777778"	"0.58309518948453"	"1.09829206550326"	"26.5"	"0.172327707971875"	"0.405701951563282"	"4"	"1"	"3"	"4"	"2"	"3"	"1"	"3"	"6"	"4"	"12"	"6"	"4"	"2"	"4"	"6"	"3"	"1"	"18"	"3"	"12"	"4"	"12"
"M00148"	"Succinate dehydrogenase (ubiquinone)"	"0.2"	"0.222222222222222"	"0.2"	"0.100831690330337"	"44"	"0.958436478741473"	"0.961055157645138"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"M00149"	"Succinate dehydrogenase, prokaryotes"	"1362.2"	"1196.94444444444"	"55.6231965999798"	"93.2525726299603"	"61.5"	"0.23292252101267"	"0.485696393248011"	"1296"	"1311"	"1386"	"1567"	"1251"	"872"	"674"	"1195"	"1316"	"1400"	"1323"	"1282"	"897"	"629"	"780"	"1169"	"1311"	"869"	"1340"	"1201"	"1665"	"1310"	"2312"
"M00150"	"Fumarate reductase, prokaryotes"	"322.6"	"180.944444444444"	"20.7210038366871"	"18.6513368814545"	"84"	"0.00409124502749957"	"0.0470269171624556"	"288"	"316"	"316"	"402"	"291"	"159"	"75"	"182"	"204"	"207"	"233"	"218"	"115"	"70"	"106"	"140"	"225"	"114"	"174"	"184"	"301"	"159"	"391"
"M00151"	"Cytochrome bc1 complex respiratory unit"	"695.2"	"669.111111111111"	"34.669006331304"	"49.4286234510658"	"57"	"0.403280929596719"	"0.660732594473196"	"721"	"723"	"680"	"780"	"572"	"498"	"410"	"894"	"768"	"711"	"598"	"676"	"556"	"462"	"518"	"744"	"769"	"595"	"491"	"587"	"915"	"570"	"1282"
"M00152"	"Cytochrome bc1 complex"	"419.4"	"347.5"	"26.5265904329976"	"32.4088717378477"	"70"	"0.0666884602811376"	"0.207412414603199"	"390"	"385"	"438"	"515"	"369"	"278"	"190"	"360"	"433"	"440"	"376"	"380"	"216"	"129"	"219"	"311"	"378"	"254"	"346"	"335"	"519"	"354"	"737"
"M00153"	"Cytochrome bd ubiquinol oxidase"	"544.4"	"747.611111111111"	"24.751969618598"	"48.3309762027594"	"11"	"0.00891556955630182"	"0.0598414964458858"	"532"	"617"	"523"	"578"	"472"	"614"	"462"	"866"	"733"	"669"	"702"	"762"	"653"	"607"	"644"	"927"	"971"	"573"	"537"	"665"	"1003"	"752"	"1317"
"M00154"	"Cytochrome c oxidase"	"287.8"	"234.222222222222"	"13.676256797823"	"17.671393292154"	"69.5"	"0.0735670844437189"	"0.223133223064833"	"254"	"272"	"285"	"336"	"292"	"182"	"138"	"286"	"298"	"241"	"268"	"235"	"188"	"154"	"165"	"263"	"272"	"150"	"185"	"211"	"346"	"208"	"426"
"M00155"	"Cytochrome c oxidase, prokaryotes"	"2540.6"	"2510.44444444444"	"132.130844241608"	"231.639612219423"	"52.5"	"0.601755184197934"	"0.791556102511261"	"2325"	"2345"	"2631"	"3021"	"2381"	"2254"	"1104"	"2333"	"2182"	"3021"	"2820"	"2986"	"1796"	"1226"	"1602"	"2346"	"2897"	"1766"	"2143"	"2667"	"4054"	"2774"	"5217"
