#taxpath	ASW-S_2.bins	ASW-S_4.bins	ASW-S_5.bins	ASW_1.bins	ASW_2.bins	ASW_3.bins	ASW_4.bins	ASW_5.bins	Control1.bins	Control2.bins	Control3.bins	Control4.bins	Control5.bins	Field1.bins	Field2.bins	Field3.bins	Field4.bins	Field5.bins	SO4_1.bins	SO4_2.bins	SO4_3.bins	SO4_4.bins	SO4_5.bins
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__unknown;genus__Loramyces;otu__silva_138_complink_cons_otu_42052	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__unknown;genus__Ionomidotis;otu__silva_138_complink_cons_otu_208741	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__unknown;genus__Hyaloscypha;otu__silva_138_complink_cons_otu_80545	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__unknown;genus__Bisporella;otu__silva_138_complink_cons_otu_80544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_6625	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__Sclerotiniaceae;genus__Sclerotinia;otu__silva_138_complink_cons_otu_223613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__IncertaeSedis;genus__Phialocephala;otu__silva_138_complink_cons_otu_27354	0	0	0	0	1	2	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__IncertaeSedis;genus__Lemonniera;otu__silva_138_complink_cons_otu_25186	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__Helotiaceae;genus__unknown;otu__silva_138_complink_cons_otu_194943	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__Helotiaceae;genus__Helicodendron;otu__silva_138_complink_cons_otu_29873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__Cordieritidaceae;genus__Cordierites;otu__silva_138_complink_cons_otu_57849	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Leotiomycetes;order__Erysiphales;family__Erysiphaceae;genus__Parauncinula;otu__silva_138_complink_cons_otu_2065	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Umbilicariales;family__Umbilicariaceae;genus__Umbilicaria;otu__silva_138_complink_cons_otu_28525	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Rhizocarpales;family__Rhizocarpaceae;genus__Rhizocarpon;otu__silva_138_complink_cons_otu_27588	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Peltigerales;family__Collemataceae;genus__Leptogium;otu__silva_138_complink_cons_otu_192865	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Caliciales;family__Caliciaceae;genus__Buellia;otu__silva_138_complink_cons_otu_18335	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Acarosporales;family__Acarosporaceae;genus__Phacopsis;otu__silva_138_complink_cons_otu_16325	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Geoglossomycetes;order__Geoglossales;family__Geoglossaceae;genus__Trichoglossum;otu__silva_138_complink_cons_otu_28473	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Geoglossomycetes;order__Geoglossales;family__Geoglossaceae;genus__Geoglossum;otu__silva_138_complink_cons_otu_13610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_12251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Onygenales;family__Arthrodermataceae;genus__Trichophyton;otu__silva_138_complink_cons_otu_12473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Onygenales;family__Arthrodermataceae;genus__Arthroderma;otu__silva_138_complink_cons_otu_12305	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Trichocomaceae;genus__Talaromyces;otu__silva_138_complink_cons_otu_53168	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Trichocomaceae;genus__Talaromyces;otu__silva_138_complink_cons_otu_33921	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Trichocomaceae;genus__Talaromyces;otu__silva_138_complink_cons_otu_14547	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Thermoascaceae;genus__Byssochlamys;otu__silva_138_complink_cons_otu_814	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Thermoascaceae;genus__Byssochlamys;otu__silva_138_complink_cons_otu_813	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Elaphomycetaceae;genus__Pseudotulostoma;otu__silva_138_complink_cons_otu_14972	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;otu__silva_138_complink_cons_otu_79561	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;otu__silva_138_complink_cons_otu_202338	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;otu__silva_138_complink_cons_otu_198173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;otu__silva_138_complink_cons_otu_17183	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicilliopsis;otu__silva_138_complink_cons_otu_430	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;otu__silva_138_complink_cons_otu_216849	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;otu__silva_138_complink_cons_otu_204749	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;otu__silva_138_complink_cons_otu_202	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;otu__silva_138_complink_cons_otu_12456	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Trichomeriaceae;genus__Bradymyces;otu__silva_138_complink_cons_otu_231680	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Exophiala;otu__silva_138_complink_cons_otu_38240	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Cladophialophora;otu__silva_138_complink_cons_otu_27607	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_19473	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_110305	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__uncultured;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_125347	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Venturiales;family__Sympoventuriaceae;genus__Ochroconis;otu__silva_138_complink_cons_otu_182558	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Venturiales;family__Sympoventuriaceae;genus__Ochroconis;otu__silva_138_complink_cons_otu_181908	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_232399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Trematosphaeria;otu__silva_138_complink_cons_otu_43046	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_203734	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;otu__silva_138_complink_cons_otu_203718	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Phaeosphaeriaceae;genus__Phaeodothis;otu__silva_138_complink_cons_otu_176956	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Mytilinidiales;family__Mytilinidiaceae;genus__Slimacomyces;otu__silva_138_complink_cons_otu_7030	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Mytilinidiales;family__Mytilinidiaceae;genus__Lophium;otu__silva_138_complink_cons_otu_43048	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Jahnulales;family__Aliquandostipitaceae;genus__Jahnula;otu__silva_138_complink_cons_otu_16206	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__IncertaeSedis;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_112256	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__IncertaeSedis;family__IncertaeSedis;genus__unknown;otu__silva_138_complink_cons_otu_56402	2	0	1	3	0	1	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__IncertaeSedis;family__IncertaeSedis;genus__unknown;otu__silva_138_complink_cons_otu_233333	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__IncertaeSedis;family__IncertaeSedis;genus__unknown;otu__silva_138_complink_cons_otu_196022	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Capnodiales;family__Extremaceae;genus__unknown;otu__silva_138_complink_cons_otu_50424	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Archaeorhizomycetes;order__Archaeorhizomycetales;family__Archaeorhizomycetaceae;genus__Archaeorhizomyces;otu__silva_138_complink_cons_otu_187671	4	14	7	74	4	42	0	11	1	0	9	2	3	0	0	0	0	2	4	18	3	32	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Archaeorhizomycetes;order__Archaeorhizomycetales;family__Archaeorhizomycetaceae;genus__Archaeorhizomyces;otu__silva_138_complink_cons_otu_139320	0	4	2	15	0	14	0	3	0	0	0	2	1	0	0	0	0	0	2	1	2	4	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Malacostraca;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_174865	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Insecta;order__Diptera;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_63458	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Insecta;order__Coleoptera;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_149584	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Ellipura;order__Collembola;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_28062	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Ellipura;order__Collembola;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_214574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Ellipura;order__Collembola;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_210497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Ellipura;order__Collembola;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_176901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Ellipura;order__Collembola;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_152458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Arthropoda;class__Arachnida;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_217328	0	0	0	0	0	0	1	0	0	0	0	0	0	10	1	0	3	7	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apusomonadidae;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_226601	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__unknown;otu__silva_138_complink_cons_otu_50189	0	2	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__unknown;otu__silva_138_complink_cons_otu_15650	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__uncultured;otu__silva_138_complink_cons_otu_80286	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__Gregarina;otu__silva_138_complink_cons_otu_83969	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__Gregarina;otu__silva_138_complink_cons_otu_50246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__Gregarina;otu__silva_138_complink_cons_otu_217833	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__Elev-18S-1089;otu__silva_138_complink_cons_otu_50279	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Apicomplexa;class__Conoidasida;order__Gregarinasina;family__Eugregarinorida;genus__D3P05A02;otu__silva_138_complink_cons_otu_52134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Aphelidea;class__unknown;order__unknown;family__unknown;genus__uncultured;otu__silva_138_complink_cons_otu_173765	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Aphelidea;class__unknown;order__unknown;family__unknown;genus__uncultured;otu__silva_138_complink_cons_otu_110255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__Haplotaxida;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_50199	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__Haplotaxida;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_27377	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__Haplotaxida;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_151060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__Haplotaxida;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_115195	0	0	1	0	1	0	0	0	3	0	2	4	0	1	0	0	9	0	1	1	0	2	0
root__Root;domain__Eukaryota;phylum__Annelida;class__Clitellata;order__Haplotaxida;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_110587	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	9	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Zixibacteria;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_219074	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	3	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Zixibacteria;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_129266	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_96158	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_55094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_4990	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_25404	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_229360	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_219063	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_153517	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_148660	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_135676	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_116528	0	1	0	1	2	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_114116	2	9	0	0	8	3	5	1	1	0	0	0	1	0	2	0	0	0	0	1	0	1	2
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_114099	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
root__Root;domain__Bacteria;phylum__WS4;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_110321	0	0	0	4	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
root__Root;domain__Bacteria;phylum__WS2;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_54821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__WS1;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_35162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98199	1	3	3	0	0	1	6	5	2	3	5	1	2	2	1	1	2	0	2	5	4	6	2
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_97173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_82304	1	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_5200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_30245	2	2	10	2	2	0	19	1	1	0	0	1	0	2	2	4	2	4	0	1	1	1	11
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_223486	0	0	0	0	2	0	3	0	1	0	0	0	0	0	2	0	2	0	3	1	0	0	0
root__Root;domain__Bacteria;phylum__WPS-2;class__unknown;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_217685	0	3	1	1	1	2	3	2	2	0	1	5	4	1	0	0	0	0	1	1	2	1	1
