Domain	Status	Genome ID	Genome Name	
Bacteria	Permanent Draft	2834727745	Desulfovibrio sp. DV	
Bacteria	Permanent Draft	2835562463	Thiotricheae bacterium A1422	
Bacteria	Permanent Draft	2835905314	Oceanospirillales bacterium SCGC AD-308-C23v3 (contamination screened) decontaminated	
Bacteria	Permanent Draft	2861203348	Desulfoprunum benzoelyticum DSM 28570	
Bacteria	Permanent Draft	2867970272	Thiohalocapsa sp. PB-PSB1	
Bacteria	Finished	2883713342	Desulfosarcina widdelii PP31	
Bacteria	Finished	2887959607	Salidesulfovibrio onnuriiensis IOR2	
Bacteria	Permanent Draft	2889727904	Leucothrix pacifica JCM 18388	
Bacteria	Permanent Draft	2889842500	Pelotomaculum propionicicum MGP	
Bacteria	Permanent Draft	2890541225	Thiothrix sp. AG-390-O20	
Bacteria	Permanent Draft	2890630416	Thiothrix sp. AG-917-N04	
Bacteria	Permanent Draft	2895591741	Ruegeria sp. PrR005	
Bacteria	Finished	2898025466	Sulfurimicrobium lacus skT11	
Bacteria	Permanent Draft	2899427287	Pseudodesulfovibrio senegalensis DSM 101509	
Bacteria	Permanent Draft	2899430520	Desulfovibrio porci PG-178-WT-4	
Bacteria	Permanent Draft	2899433461	Cupidesulfovibrio liaohensis XJ01	
Bacteria	Permanent Draft	2911102092	Hydrogenophaga aromaticivorans D2P1	
Bacteria	Finished	2952831780	Desulfovibrio sp. FT415	
Bacteria	Finished	2974486711	Bathymodiolus thermophilus thioautotrophic gill symbiont EPR9N	
Bacteria	Permanent Draft	2987073127	Desulfotomaculum copahuensis CINDEFI1	
Bacteria	Finished	2989024789	Thiolapillus brandeum Hiromi1	
Bacteria	Permanent Draft	2989247633	Marichromatium bheemlicum DSM 18632	
Bacteria	Permanent Draft	2993864872	Halochromatium salexigens DSM 4395	
Bacteria	Permanent Draft	2995146770	Maritimibacter lacisalsi CGMCC 1.12922	
Bacteria	Permanent Draft	3000620260	Desulfoluna butyratoxydans ERS3173180	
Bacteria	Permanent Draft	3000687053	Desulfobulbus marinus DSM 2058	
Bacteria	Permanent Draft	3001157005	Thiocapsa imhoffii DSM 21303	
Bacteria	Permanent Draft	8001118248	Sedimenticola selenatireducens BK-1	
Bacteria	Permanent Draft	8001424189	Chromatium weissei DSM 5161	
Bacteria	Permanent Draft	8001850917	Desulfobacter hydrogenophilus DSM 3380	
Bacteria	Finished	637000096	Desulfovibrio vulgaris vulgaris Hildenborough	
Bacteria	Finished	637000167	Moorella thermoacetica ATCC 39073	
Bacteria	Finished	639633022	Desulfovibrio vulgaris vulgaris DP4	
Bacteria	Finished	643348537	Desulfitobacterium hafniense DCB-2	
Bacteria	Permanent Draft	648276759	delta proteobacterium NaphS2	
Bacteria	Permanent Draft	2507262026	Desulfotomaculum nigrificans DSM 574	
Bacteria	Permanent Draft	2508501043	Desulfovibrio termitidis HI1	
Bacteria	Permanent Draft	2510065088	Carboxydothermus ferrireducens DSM 11255	
Bacteria	Finished	2508501136	Desulfosporosinus orientis Singapore I, DSM 765	
Bacteria	Finished	643348581	Thermodesulfovibrio yellowstonii DSM 11347	
Bacteria	Finished	2506783061	Desulfosporosinus acidiphilus SJ4, DSM 22704	
Bacteria	Permanent Draft	2513020008	Desulfitobacterium hafniense TCE-1	
Bacteria	Permanent Draft	2513237157	Desulfosarcina sp. BuS5	
Bacteria	Permanent Draft	2515154157	Desulfovibrio oxyclinae DSM 11498	
Bacteria	Finished	2503754015	Pseudodesulfovibrio mercurii ND132	
Bacteria	Permanent Draft	2515154092	Desulfurispora thermophila DSM 16022	
Bacteria	Permanent Draft	2502171186	Solemya velum gill symbiont WH	
Bacteria	Permanent Draft	2523231027	Desulfovibrio gigas DSM 1382, ATCC 19364	
Bacteria	Finished	2523231053	Desulfotignum phosphitoxidans FiPS-3, DSM 13687	
Bacteria	Permanent Draft	2523533605	Desulfogranum mediterraneum DSM 13871	
Bacteria	Permanent Draft	2523533628	Maridesulfovibrio zosterae DSM 11974	
Bacteria	Finished	2524023220	Desulfobacula toluolica Tol2	
Bacteria	Permanent Draft	2524614816	Halodesulfovibrio aestuarii DSM 10141	
Bacteria	Permanent Draft	2527291547	Candidatus Thioglobus sp. AB-755_E20F12 (unscreened)	
Bacteria	Permanent Draft	2527291635	Candidatus Thioglobus sp. AB-751_C09AB-904 (unscreened)	
Bacteria	Permanent Draft	2527291722	Candidatus Thioglobus sp. AB-747_M09AB-903 (unscreened)	
Bacteria	Permanent Draft	2534681903	Magnetospirillum caucaseum SO-1	
Bacteria	Permanent Draft	8046432116	Fundidesulfovibrio agrisoli SG106	
Bacteria	Permanent Draft	2568526001	Desulfococcus multivorans DSM 2059	
Bacteria	Permanent Draft	2571042346	Megalodesulfovibrio paquesii DSM 16681	
Bacteria	Permanent Draft	2574179721	Alteromonadaceae bacterium 2719K.STB50.0a.01 (v2 assembly)	
Bacteria	Permanent Draft	2582581262	Desulfopila aestuarii DSM 18488	
Bacteria	Permanent Draft	2585428086	Desulfofundulus thermosubterraneus DSM 16057	
Bacteria	Draft	2593339183	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2922.v2	
Bacteria	Permanent Draft	2599185149	Thermodesulforhabdus norvegica DSM 9990	
Bacteria	Permanent Draft	2599185268	Thiothrix caldifontis DSM 21228	
Bacteria	Permanent Draft	2600254953	endosymbiont of Tevnia jerichonana (vent Tica)	
Bacteria	Finished	2609459601	Sedimenticola thiotaurini SIP-G1	
Bacteria	Finished	2627853542	Moorella thermoacetica DSM 2955	
Bacteria	Permanent Draft	2627853565	Desulfovibrio bin6 BLZ4	
Bacteria	Permanent Draft	2642422599	Achromatium bin 6_2	
Bacteria	Permanent Draft	2651869844	Desulfosporosinus acididurans M1	
Bacteria	Draft	2651870289	Unclassified gammaproteobacterium REDSEA-S26_B10	
Bacteria	Permanent Draft	2654587931	Acidithiobacillales bacterium SM1_46	
Bacteria	Permanent Draft	2654587958	Gemmatimonas sp. SG8_38_2	
Bacteria	Permanent Draft	2654588086	Syntrophobacter sp. DG_60	
Bacteria	Permanent Draft	2657245242	Oceanospirillales bacterium SCGC AD-305-G18v2 (unscreened)	
Bacteria	Permanent Draft	2675903030	Allochromatium warmingii DSM 173	
Bacteria	Permanent Draft	2675903163	Desulfomicrobium norvegicum DSM 1741	
Bacteria	Permanent Draft	2675903701	Candidatus Thiosymbion algarvensis (OalgG1)	
Bacteria	Permanent Draft	2681812860	Alteromonadaceae bacterium 2141T.STBD.0c.01a	
Bacteria	Finished	2687453524	delta proteobacterium HotSeep1	
Bacteria	Permanent Draft	2687453694	Desulfovibrio sp. BMSR re-assembly	
Bacteria	Permanent Draft	2698537043	Desulfococcus sp. JGI CrystG Apr3-3-J14 (unscreened)	
Bacteria	Permanent Draft	2706794915	Desulfonatronum zhilinae Al915-01	
Bacteria	Permanent Draft	2708742625	Syntrophus sp. GWC2_56_31	
Bacteria	Permanent Draft	2708742658	Burkholderiales bacterium GWF1_66_17	
Bacteria	Permanent Draft	2708742689	Candidatus Rokubacteria bacterium GWF2_70_14	
Bacteria	Permanent Draft	2708742837	Betaproteobacteria bacterium RBG_19FT_COMBO_58_11	
Bacteria	Permanent Draft	2708742840	Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12	
Bacteria	Permanent Draft	2710723890	Candidatus Muproteobacteria bacterium RIFCSPLOWO2_01_FULL_60_18	
Bacteria	Permanent Draft	2710723983	Nitrospinae bacterium RIFCSPLOWO2_02_39_17	
Bacteria	Permanent Draft	2711768319	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58	
Bacteria	Permanent Draft	2711768470	Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_19	
Bacteria	Permanent Draft	2711768529	Gammaproteobacteria bacterium RIFOXYA12_FULL_61_12	
Bacteria	Finished	2711768589	Desulfobulbus oralis 041	
Bacteria	Permanent Draft	2713896717	Unclassified Burkholderiales PNA_bin5	
Bacteria	Permanent Draft	2716884145	Syntrophus sp. RIFOXYC2_FULL_54_9	
Bacteria	Permanent Draft	2716884191	Candidatus Lambdaproteobacteria bacterium RIFOXYD1_FULL_56_27	
Bacteria	Draft	2716884322	SAR324 cluster deltaproteobacterium AG-319-J22	
Bacteria	Permanent Draft	2721755114	Nitrospirae bacterium GWA2_46_11	
Bacteria	Permanent Draft	2721755239	Burkholderiales bacterium GWE1_65_30	
Bacteria	Permanent Draft	2721755278	Desulfobacula sp. GWF2_41_7	
Bacteria	Permanent Draft	2724679548	Thiobacillus denitrificans RG	
Bacteria	Permanent Draft	2728369428	Desulfarculaceae bacterium JdFR-95	
Bacteria	Permanent Draft	2734482344	Candidatus Thioglobus sp. SCGC AG-485_A21 (contamination screened)	
Bacteria	Permanent Draft	2734482356	Candidatus Thioglobus sp. SCGC AG-487_D19 (contamination screened)	
Bacteria	Permanent Draft	2734482814	Candidatus Thioglobus sp. SCGC AG-485_P20 (contamination screened)	
Bacteria	Permanent Draft	2740891818	Desulfofaba hansenii DSM 12642	
Bacteria	Permanent Draft	2751185577	Syntrophobacterales bacterium Delta_03	
Bacteria	Permanent Draft	2751185847	Desulfovibrio sp. Dsv1	
Bacteria	Draft	2765235799	Rhodoferax sp. Bin1	
Bacteria	Permanent Draft	2767802425	unclassified Thiotrichaceae bin E1_76	
Bacteria	Finished	2772190670	Desulfovibrio piger ERS1426881	
Bacteria	Permanent Draft	2773858096	Uncultured Gammaproteobacteria Gam6 ca_ll13	
Bacteria	Finished	2775506818	Sulfurifustis variabilis skN76	
Bacteria	Permanent Draft	2778261102	Magnetovibrio sp. ARS8	
Bacteria	Permanent Draft	2778261480	Gammaproteobacteria bacterium SP4236	
Bacteria	Permanent Draft	2786546166	Thermodesulfitimonas autotrophica DSM 102936	
Bacteria	Permanent Draft	2786546208	Armatimonadetes bacterium CG06_land_8_20_14_3_00_66_21	
Bacteria	Permanent Draft	2786546391	Nitrospirae bacterium CG_4_9_14_3_um_filter_41_27	
Bacteria	Permanent Draft	2786546394	Nitrospirae bacterium CG_4_9_14_3_um_filter_44_28	
Bacteria	Permanent Draft	2786546397	Nitrospirae bacterium CG22_combo_CG10-13_8_21_14_all_44_11	
Bacteria	Permanent Draft	2786546399	Nitrospirae bacterium CG_4_10_14_3_um_filter_53_41	
Bacteria	Permanent Draft	2786546402	Nitrospirae bacterium CG_4_10_14_0_8_um_filter_41_23	
Bacteria	Permanent Draft	2786546542	Aquicultor secundus CG_4_9_14_3_um_filter_50_75	
Bacteria	Permanent Draft	2786546663	Deltaproteobacteria bacterium CG_4_10_14_3_um_filter_51_14	
Bacteria	Permanent Draft	2786546671	Betaproteobacteria bacterium CG2_30_68_42	
Bacteria	Permanent Draft	2786546703	Hydrogenophilales bacterium CG_4_10_14_0_8_um_filter_62_70	
Bacteria	Permanent Draft	2786546728	Syntrophobacterales bacterium CG_4_9_14_3_um_filter_49_8	
Bacteria	Permanent Draft	2786546811	Rhodobacterales bacterium CG2_30_65_12	
Bacteria	Permanent Draft	2786546855	Magnetofaba australis IT-1	
Bacteria	Permanent Draft	2786546859	Hydrogenophilaceae bacterium CG1_02_62_390	
Bacteria	Permanent Draft	2786546932	Syntrophobacteraceae bacterium CG2_30_61_12	
Bacteria	Permanent Draft	2788500235	Mailhella massiliensis Marseille-P3199	
Bacteria	Permanent Draft	2795385393	unclassified Deltaproteobacterium ORM2_a	
Bacteria	Draft	2802428847	Woeseia sp. stnAC-2	
Bacteria	Permanent Draft	2802429371	Acidiferrobacteraceae bacterium RS826	
Bacteria	Permanent Draft	2802429395	Acidiferrobacteraceae bacterium EAC671	
Bacteria	Permanent Draft	2802429666	Desulforamulus profundi Bs107	
Bacteria	Permanent Draft	2811994937	unclassified Spirochaetales BinDG78mb16	
Bacteria	Finished	2811995133	Magnetospirillum gryphiswaldense MSR-1	
Bacteria	Finished	2814122938	Desulfobacteraceae bacterium bin 40	
Bacteria	Permanent Draft	2828819034	Desantibacteria bacterium DeMMO1_14	
Bacteria	Permanent Draft	2828901765	Thiothrix sp. DeMMO2_1	
Bacteria	Permanent Draft	2828943725	Desulfovibrionaceae bacterium DeMMO2_17	
Bacteria	Permanent Draft	2829074811	Thermoleophilia bacterium DeMMO3_11	
Bacteria	Permanent Draft	2829081820	Desulfobacterales bacterium DeMMO3_14	
Bacteria	Permanent Draft	2829182026	Hydrogenophilaceae bacterium DeMMO4_3	
Bacteria	Permanent Draft	2829216586	Syntrophaceae bacterium DeMMO4_18	
Bacteria	Permanent Draft	2829268622	Thermoanaerobacteraceae bacterium DeMMO5_7	
Bacteria	Permanent Draft	2829494215	Anaerolineales bacterium DeMMO6_70	
Bacteria	Permanent Draft	2832225228	Marichromatium sp. AB31	
Bacteria	Permanent Draft	2832511869	Desulfofundulus salinum 435	
Bacteria	Permanent Draft	2833419001	Prosthecochloris sp. ZM	
Bacteria	Permanent Draft	2833560874	Desulfonatronum sp. SC1	
Bacteria	Permanent Draft	2835919489	Oceanospirillales bacterium SCGC AD-311-B11v3 (contamination screened) decontaminated	
Bacteria	Finished	2836985240	Sulfuritortus calidifontis J1A	
Bacteria	Permanent Draft	2837050608	Sulfuriferula multivorans TTN	
Bacteria	Finished	2841463281	Solidesulfovibrio carbinolicus DSM 3852	
Bacteria	Permanent Draft	2842055653	Desulfobacterales bacterium S7142MS3	
Bacteria	Finished	2848597346	Desulfovibrio desulfuricans IC1	
Bacteria	Permanent Draft	2866206833	Eggerthella sinensis DSM 16107	
Bacteria	Permanent Draft	2898087533	Pseudodesulfovibrio alkaliphilus sp. nov. F-1	
Bacteria	Permanent Draft	2899100019	Thioalkalivibrio denitrificans ALJD	
Bacteria	Permanent Draft	2899440089	Desulfovibrio sp. ZJ369	
Bacteria	Permanent Draft	2901951644	Desulfovibrio sp. ZJ746	
Bacteria	Finished	2910070277	Candidatus Reidiella endopervernicosa Santa_Monica_outfall	
Bacteria	Permanent Draft	2914811602	Allochromatium humboldtianum DSM 21881	
Bacteria	Permanent Draft	2993919616	Halochromatium glycolicum DSM 11080	
Bacteria	Permanent Draft	2994938916	Halorhodospira abdelmalekii DSM 2110	
Bacteria	Permanent Draft	2994947087	Halorhodospira neutriphila DSM 15116	
Bacteria	Finished	2999873078	Rhizobacter sp. AJA081-3	
Bacteria	Permanent Draft	3000567567	Thermanaeromonas sp. C210	
Bacteria	Finished	3001022876	Desulfosarcina ovata ovata oXyS1	
Bacteria	Permanent Draft	3001227852	Desulfofundulus thermobenzoicus DSM 14055	
Bacteria	Finished	3001417656	Allochromatium tepidum NZ	
Bacteria	Finished	3002035920	Desulfobulbus oligotrophicus Prop6	
Bacteria	Permanent Draft	8001531165	Thiocystis violacea DSM 208	
Bacteria	Permanent Draft	8001706708	Halorhodospira halochloris DSM 1059	
Bacteria	Finished	637000072	Chlorobium chlorochromatii CaD3	
Bacteria	Finished	637000095	Oleidesulfovibrio alaskensis G20	
Bacteria	Finished	639633036	Magnetococcus marinus MC-1	
Bacteria	Finished	641522610	Candidatus Desulforudis audaxviator MP104C	
Bacteria	Finished	643692021	Desulforapulum autotrophicum HRM2	
Bacteria	Finished	644736351	Desulfofarcimen acetoxidans DSM 771	
Bacteria	Finished	646564502	Allochromatium vinosum DSM 180	
Bacteria	Permanent Draft	648276636	Solidesulfovibrio fructosivorans JJ	
Bacteria	Finished	650377943	Gordonibacter pamelaeae 7-10-1-bT, DSM 19378	
Bacteria	Permanent Draft	2508501038	Desulfovibrio sp. U5L	
Bacteria	Permanent Draft	651324002	Acetonema longum APO-1, DSM 6540	
Bacteria	Finished	2509601019	Desulfomonile tiedjei DCB-1, DSM 6799	
Bacteria	Permanent Draft	2513237322	Bilophila sp. 4_1_30	
Bacteria	Permanent Draft	2506520025	Moorella perchloratireducens An10	
Bacteria	Permanent Draft	2522572064	Desulfitobacterium hafniense DP7	
Bacteria	Permanent Draft	2524023160	Desulfovirgula thermocuniculi DSM 16036	
Bacteria	Permanent Draft	2527291541	Candidatus Thioglobus sp. AB-755_C13G09 (unscreened)	
Bacteria	Permanent Draft	2527291552	Candidatus Thioglobus sp. AB-755_L03D05 (unscreened)	
Bacteria	Permanent Draft	2527291557	Candidatus Thioglobus sp. AB-754_B15AB-905 (unscreened)	
Bacteria	Permanent Draft	2527291583	Candidatus Thioglobus sp. AB-754_L23AB-906 (unscreened)	
Bacteria	Permanent Draft	2527291659	Candidatus Thioglobus sp. AB-750A03AB-903 (unscreened)	
Bacteria	Permanent Draft	8048651991	Pseudodesulfovibrio hydrargyri BerOC1	
Bacteria	Permanent Draft	2556921618	Desulfovermiculus halophilus DSM 18834	
Bacteria	Permanent Draft	2561511128	Bilophila wadsworthia ATCC 49260	
Bacteria	Finished	2561511172	Desulfocapsa sulfexigens DSM 10523	
Bacteria	Permanent Draft	2571042011	Desulfobacter vibrioformis DSM 8776	
Bacteria	Permanent Draft	2571042912	Desulfohalovibrio alkalitolerans DSM 16529	
Bacteria	Permanent Draft	2585428063	Desulforamulus hydrothermalis Lam5	
Bacteria	Permanent Draft	2585428080	Desulfofustis glycolicus DSM 9705	
Bacteria	Permanent Draft	2585428154	Desulfovibrio desulfuricans aestuarii DSM 17919	
Bacteria	Permanent Draft	2596583601	Desulfonatronum thiosulfatophilum ASO4-2	
Bacteria	Permanent Draft	2599185335	Maridesulfovibrio ferrireducens DSM 16995	
Bacteria	Permanent Draft	2602042027	Desulfoscipio geothermicus DSM 3669	
Bacteria	Draft	2615840506	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies SD S1320	
Bacteria	Draft	2615840514	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies TUN BY1	
Bacteria	Permanent Draft	2627853545	Thiobacillus sp. Bin4_E1B	
Bacteria	Permanent Draft	2630968297	Deltaproteobacteria bacterium JGI H07049-N18 (contamination screened)	
Bacteria	Finished	2639762798	Magnetospirillum gryphiswaldense MSR-1 v2	
Bacteria	Permanent Draft	2648501899	Maridesulfovibrio hydrothermalis AM13	
Bacteria	Permanent Draft	2651870045	unclassified Chromatiales Bin 61-2	
Bacteria	Draft	2651870284	Unclassified gammaproteobacterium REDSEA-S09_B13	
Bacteria	Permanent Draft	2651870316	Desulfovibrio legallii KHC7	
Bacteria	Permanent Draft	2651870354	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FM BZ163	
Bacteria	Permanent Draft	2651870355	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FM BZ164	
Bacteria	Permanent Draft	2651870356	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FM BZ165	
Bacteria	Permanent Draft	2654587916	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies TC BZ123	
Bacteria	Permanent Draft	2654587917	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies MB BZ197	
Bacteria	Permanent Draft	2654587937	Deltaproteobacteria bacterium SM23_61	
Bacteria	Permanent Draft	2654587952	Gammaproteobacteria bacterium SG8_47	
Bacteria	Finished	2654588029	Sedimenticola thiotaurini SIP-G1	
Bacteria	Permanent Draft	2660238816	Oceanospirillales bacterium SCGC AD-305-J20 - v2 (contamination screened)	
Bacteria	Permanent Draft	2675903703	Deltaproteobacterium sp. OalgD1b	
Bacteria	Permanent Draft	2675903704	Deltaproteobacterium sp. OalgD3	
Bacteria	Permanent Draft	2681812803	Deltaproteobacterium sp. OalgD1a	
Bacteria	Permanent Draft	2681813565	Desulfocicer vacuolatum DSM 3385	
Bacteria	Permanent Draft	2684622843	Thiocapsa roseopersicina DSM 217	
Bacteria	Permanent Draft	2690315754	Desulfatitalea tepidiphila S28bF	
Bacteria	Permanent Draft	2693429826	Desulfurella amilsii TR1 Re-analysis	
Bacteria	Permanent Draft	2703718901	Desulfosarcina cetonica JCM 12296	
Bacteria	Permanent Draft	2703719209	Moorella thermoacetica ATCC 49707	
Bacteria	Permanent Draft	2703719302	uncultured Deltaproteobacterium SAG8	
Bacteria	Permanent Draft	2706794949	Syntrophomonas sp. JGI 000170CP_G06 (contamination screened)	
Bacteria	Permanent Draft	2708742706	Betaproteobacteria bacterium RBG_16_56_24	
Bacteria	Permanent Draft	2708742768	Betaproteobacteria bacterium RBG_16_58_11	
Bacteria	Permanent Draft	2708742776	Nitrospirae bacterium RBG_16_43_8	
Bacteria	Permanent Draft	2710264671	Candidatus Muproteobacteria bacterium RIFCSPHIGHO2_02_FULL_60_13	
Bacteria	Permanent Draft	2710723695	Nitrospinae bacterium RIFCSPLOWO2_01_FULL_39_10	
Bacteria	Permanent Draft	2710724079	Burkholderiales bacterium RIFCSPLOWO2_02_FULL_66_35	
Bacteria	Permanent Draft	2711768544	Nitrospirae bacterium RIFOXYA2_FULL_44_9	
Bacteria	Permanent Draft	2713897356	Deltaproteobacteria bacterium RIFOXYB12_FULL_58_9	
Bacteria	Permanent Draft	2713897415	Desulfobacula sp. RIFOXYB2_FULL_45_6	
Bacteria	Permanent Draft	2713897431	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies DK DK47	
Bacteria	Permanent Draft	2721755198	Candidatus Rokubacteria bacterium GWC2_70_16	
Bacteria	Permanent Draft	2721755201	Candidatus Aquicultor primus GWC2_53_9	
Bacteria	Permanent Draft	2721755204	Nitrospirae bacterium GWC2_46_6	
Bacteria	Permanent Draft	2721755234	Nitrospirae bacterium GWD2_44_7	
Bacteria	Permanent Draft	2721755238	Thiobacillus sp. GWE1_62_9	
Bacteria	Permanent Draft	2721755413	Hydrogenophilales bacterium RIFOXYA1_FULL_63_33	
Bacteria	Permanent Draft	2721755414	Desulfobacula sp. RIFOXYA12_FULL_46_16	
Bacteria	Finished	2721755577	Prosthecochloris sp. CIB 2401	
Bacteria	Permanent Draft	2721755857	Deltaproteobacterium SAR324 bacterium JGI 02_D19 (contamination screened)	
Bacteria	Permanent Draft	2731639142	Candidatus Thioglobus sp. SCGC AG-487_O04 (contamination screened)	
Bacteria	Permanent Draft	2731639243	SUP05 cluster gammaproteobacterium SCGC AG-487_M02 (contamination screened)	
Bacteria	Permanent Draft	2734482346	Candidatus Thioglobus sp. SCGC AG-485_C22 (contamination screened)	
Bacteria	Permanent Draft	2734482382	SAR324 cluster deltaproteobacterium SCGC AD-604_K18 (contamination screened)	
Bacteria	Permanent Draft	2734482831	Candidatus Thioglobus sp. SCGC AG-485_M02 (contamination screened)	
Bacteria	Permanent Draft	2740892241	Moorella glycerini NMP	
Bacteria	Permanent Draft	2751185421	Unclassified Betaproteobacteria HKU-PRO1	
Bacteria	Permanent Draft	2751185762	Desulfosporosinus sp. BG	
Bacteria	Permanent Draft	2767802434	unclassified Thiotrichaceae bin E4_27	
Bacteria	Permanent Draft	2770939616	Sulfurisoma sediminicola DSM 26916	
Bacteria	Permanent Draft	2770939630	unclassified Myxococcales BinDmb72	
Bacteria	Draft	2772190789	Rhodoferax sp. Bin2	
Bacteria	Permanent Draft	2773858078	Uncultured Gammaproteobacteria Gam2 st_ll5	
Bacteria	Finished	2775506810	Thiohalobacter thiocyanaticus FOKN1	
Bacteria	Finished	2775506998	Candidatus Desulfovibrio trichonymphae Rs-N31	
Bacteria	Permanent Draft	2778260901	Ramlibacter lithotrophicus RBP-1	
Bacteria	Permanent Draft	2785510884	Candidatus Desantisbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_40_23	
Bacteria	Permanent Draft	2786546383	Nitrospirae bacterium CG1_02_44_142	
Bacteria	Permanent Draft	2786546385	Nitrospirae bacterium CG2_30_53_67	
Bacteria	Permanent Draft	2786546396	Nitrospirae bacterium CG08_land_8_20_14_0_20_52_24	
Bacteria	Permanent Draft	2786546408	Nitrospirae bacterium CG17_big_fil_post_rev_8_21_14_2_50_50_9	
Bacteria	Permanent Draft	2786546541	Aquicultor secundus CG08_land_8_20_14_0_20_50_39	
Bacteria	Permanent Draft	2786546543	Aquicultor secundus CG_4_10_14_3_um_filter_50_156	
Bacteria	Permanent Draft	2786546701	Hydrogenophilales bacterium CG_4_9_14_3_um_filter_59_35	
Bacteria	Permanent Draft	2786546747	Desulfobacterales bacterium CG2_30_60_27	
Bacteria	Permanent Draft	2788499958	Calderihabitans maritimus KKC1	
Bacteria	Draft	2802428846	Woeseia sp. stnF	
Bacteria	Permanent Draft	2802429372	Acidiferrobacteraceae bacterium NP97	
Bacteria	Permanent Draft	2802429447	Gordonibacter urolithinfaciens An234A	
Bacteria	Permanent Draft	2808606435	Acidulodesulfobacterales sp. AP4	
Bacteria	Permanent Draft	2808606436	Acidulodesulfobacterales sp. AP3	
Bacteria	Permanent Draft	2811994912	unclassified Ignavibacteria BinDmb26	
Bacteria	Permanent Draft	2820058318	Unclassified Proteobacteria Nt197P4bin33	
Bacteria	Finished	2828519975	Proteobacteria bacterium bin 45v	
Bacteria	Permanent Draft	2828802463	Desantibacteria bacterium DeMMO1_6	
Bacteria	Permanent Draft	2829048197	Zixibacteria bacterium DeMMO3_3	
Bacteria	Permanent Draft	2829242972	Rhodocyclaceae bacterium DeMMO4_38	
Bacteria	Permanent Draft	2829248920	Nitrospiraceae bacterium DeMMO5_1	
Bacteria	Permanent Draft	2829291762	Deltaproteobacteria bacterium DeMMO5_19	
Bacteria	Permanent Draft	2829402558	Thermoanaerobacteraceae bacterium DeMMO6_19	
Bacteria	Permanent Draft	2830658815	Betaproteobacteria bacterium Service_water_63	
Bacteria	Permanent Draft	2830761193	Gallionellaceae bacterium DeMMO6_53	
Bacteria	Permanent Draft	2832181228	Carboxydothermus pertinax Ug1	
Bacteria	Permanent Draft	2834443690	Desulfosporosinus sp. FKB	
Bacteria	Permanent Draft	2835558653	Thiotricheae bacterium A1462	
Bacteria	Permanent Draft	2835845861	Deltaproteobacteria bacterium SCGC AC-312_F05 - v2 (contamination screened) decontaminated	
Bacteria	Finished	2837265499	Sulfuriflexus mobilis aks1	
Bacteria	Permanent Draft	2842058651	Desulfobacterales bacterium S7142MS4	
Bacteria	Finished	2844977580	Desulfovibrio sp. SB8	
Bacteria	Finished	2845936959	Desulfosediminicola flagellatus IMCC35005	
Bacteria	Permanent Draft	2861192947	Desulfosalsimonas propionicica DSM 17721	
Bacteria	Permanent Draft	2866203500	Gordonibacter sp. 28C	
Bacteria	Permanent Draft	2883124827	Piscinibacter caeni MQ-18	
Bacteria	Permanent Draft	2887616557	Rhodobium orientis DSM 11290	
Bacteria	Permanent Draft	2889588741	Adlercreutzia sp. ZJ176	
Bacteria	Permanent Draft	2891071030	Gordonibacter pamelaeae MGYG-HGUT-02487	
Bacteria	Permanent Draft	2893484187	Unclassified Actinobacteria bacterium S19_FULL_No.1_2.5_94	
Bacteria	Permanent Draft	2894467664	Magnetospirillum sp. LM-5	
Bacteria	Permanent Draft	2899414267	Desulfovibrio sp. DS-1	
Bacteria	Permanent Draft	2899442912	Desulfovibrio sp. JC010	
Bacteria	Finished	2909959871	Candidatus Ruthia endofausta JDF_Ridge	
Bacteria	Permanent Draft	2910825348	Eggerthella hominis NSJ-70	
Bacteria	Permanent Draft	2967499442	Parasulfuritortus cantonensis LSR1	
Bacteria	Permanent Draft	2993868656	Halochromatium roseum DSM 18859	
Bacteria	Permanent Draft	2994766765	Desulfobotulus mexicanus PAR22N	
Bacteria	Permanent Draft	2995184092	Desulfobacter latus AcRS2	
Bacteria	Permanent Draft	2995457591	Desulfosporosinus fructosivorans 63.6F	
Bacteria	Finished	3001836915	Thiothrix subterranea Ku-5	
Bacteria	Permanent Draft	8001031950	Desulfovulcanus ferrireducens Ax17	
Bacteria	Finished	8046183888	Desulfofustis limnaeus PPLL	
Bacteria	Finished	8046654717	Dissulfurimicrobium hydrothermale Sh68	
Bacteria	Finished	637000073	Chlorobaculum tepidum TLS	
Bacteria	Finished	637000205	Pelodictyon luteolum DSM 273	
Bacteria	Finished	639633020	Chlorobium phaeobacteroides DSM 266	
Bacteria	Finished	642555121	Chlorobium limicola DSM 245	
